Flight_number,Fare_code,Amount,Restrictions
4689,business,667,refundable
4689,business,592,non-refundable
4689,first_class,920,refundable
4689,first_class,820,non-refundable
3754,coach,339,refundable
3754,coach,289,non-refundable
3754,business,591,refundable
3754,business,516,non-refundable
3754,first_class,995,refundable
3754,first_class,895,non-refundable
9862,coach,325,refundable
9862,coach,275,non-refundable
9862,business,695,refundable
9862,business,620,non-refundable
9862,first_class,1083,refundable
9862,first_class,983,non-refundable
6680,coach,421,refundable
6680,coach,371,non-refundable
6680,business,662,refundable
6680,business,587,non-refundable
6680,first_class,932,refundable
6680,first_class,832,non-refundable
9384,coach,379,refundable
9384,coach,329,non-refundable
9384,business,672,refundable
9384,business,597,non-refundable
9384,first_class,903,refundable
9384,first_class,803,non-refundable
7644,coach,355,refundable
7644,coach,305,non-refundable
7644,business,749,refundable
7644,business,674,non-refundable
7644,first_class,1036,refundable
7644,first_class,936,non-refundable
5227,coach,389,refundable
5227,coach,339,non-refundable
5227,business,677,refundable
5227,business,602,non-refundable
5227,first_class,915,refundable
5227,first_class,815,non-refundable
2325,coach,373,refundable
2325,coach,323,non-refundable
2325,business,593,refundable
2325,business,518,non-refundable
2325,first_class,1066,refundable
2325,first_class,966,non-refundable
8225,coach,283,refundable
8225,coach,233,non-refundable
8225,business,579,refundable
8225,business,504,non-refundable
8225,first_class,1090,refundable
8225,first_class,990,non-refundable
1967,coach,292,refundable
1967,coach,242,non-refundable
1967,business,634,refundable
1967,business,559,non-refundable
1967,first_class,939,refundable
1967,first_class,839,non-refundable
7801,coach,373,refundable
7801,coach,323,non-refundable
7801,business,629,refundable
7801,business,554,non-refundable
7801,first_class,934,refundable
7801,first_class,834,non-refundable
2931,coach,341,refundable
2931,coach,291,non-refundable
2931,business,642,refundable
2931,business,567,non-refundable
2931,first_class,1020,refundable
2931,first_class,920,non-refundable
7706,coach,307,refundable
7706,coach,257,non-refundable
7706,business,757,refundable
7706,business,682,non-refundable
7706,first_class,1009,refundable
7706,first_class,909,non-refundable
5090,coach,293,refundable
5090,coach,243,non-refundable
5090,business,755,refundable
5090,business,680,non-refundable
5090,first_class,1053,refundable
5090,first_class,953,non-refundable
5307,coach,298,refundable
5307,coach,248,non-refundable
5307,business,624,refundable
5307,business,549,non-refundable
5307,first_class,962,refundable
5307,first_class,862,non-refundable
6384,coach,435,refundable
6384,coach,385,non-refundable
6384,business,754,refundable
6384,business,679,non-refundable
6384,first_class,1022,refundable
6384,first_class,922,non-refundable
5911,coach,265,refundable
5911,coach,215,non-refundable
5911,business,596,refundable
5911,business,521,non-refundable
5911,first_class,988,refundable
5911,first_class,888,non-refundable
8445,coach,312,refundable
8445,coach,262,non-refundable
8445,business,747,refundable
8445,business,672,non-refundable
8445,first_class,1099,refundable
8445,first_class,999,non-refundable
9582,coach,335,refundable
9582,coach,285,non-refundable
9582,business,587,refundable
9582,business,512,non-refundable
9582,first_class,984,refundable
9582,first_class,884,non-refundable
6825,coach,251,refundable
6825,coach,201,non-refundable
6825,business,770,refundable
6825,business,695,non-refundable
6825,first_class,986,refundable
6825,first_class,886,non-refundable
8383,coach,335,refundable
8383,coach,285,non-refundable
8383,business,752,refundable
8383,business,677,non-refundable
8383,first_class,1023,refundable
8383,first_class,923,non-refundable
47,coach,286,refundable
47,coach,236,non-refundable
47,business,591,refundable
47,business,516,non-refundable
47,first_class,988,refundable
47,first_class,888,non-refundable
2154,coach,418,refundable
2154,coach,368,non-refundable
2154,business,638,refundable
2154,business,563,non-refundable
2154,first_class,907,refundable
2154,first_class,807,non-refundable
143,coach,276,refundable
143,coach,226,non-refundable
143,business,673,refundable
143,business,598,non-refundable
143,first_class,926,refundable
143,first_class,826,non-refundable
9730,coach,288,refundable
9730,coach,238,non-refundable
9730,business,736,refundable
9730,business,661,non-refundable
9730,first_class,957,refundable
9730,first_class,857,non-refundable
5056,coach,291,refundable
5056,coach,241,non-refundable
5056,business,624,refundable
5056,business,549,non-refundable
5056,first_class,1098,refundable
5056,first_class,998,non-refundable
9039,coach,362,refundable
9039,coach,312,non-refundable
9039,business,766,refundable
9039,business,691,non-refundable
9039,first_class,984,refundable
9039,first_class,884,non-refundable
9440,coach,307,refundable
9440,coach,257,non-refundable
9440,business,759,refundable
9440,business,684,non-refundable
9440,first_class,1058,refundable
9440,first_class,958,non-refundable
748,coach,385,refundable
748,coach,335,non-refundable
748,business,768,refundable
748,business,693,non-refundable
748,first_class,959,refundable
748,first_class,859,non-refundable
8292,coach,324,refundable
8292,coach,274,non-refundable
8292,business,596,refundable
8292,business,521,non-refundable
8292,first_class,1011,refundable
8292,first_class,911,non-refundable
2026,coach,344,refundable
2026,coach,294,non-refundable
2026,business,754,refundable
2026,business,679,non-refundable
2026,first_class,1009,refundable
2026,first_class,909,non-refundable
5108,coach,297,refundable
5108,coach,247,non-refundable
5108,business,603,refundable
5108,business,528,non-refundable
5108,first_class,1020,refundable
5108,first_class,920,non-refundable
6430,coach,341,refundable
6430,coach,291,non-refundable
6430,business,742,refundable
6430,business,667,non-refundable
6430,first_class,939,refundable
6430,first_class,839,non-refundable
2137,coach,381,refundable
2137,coach,331,non-refundable
2137,business,579,refundable
2137,business,504,non-refundable
2137,first_class,1011,refundable
2137,first_class,911,non-refundable
3434,coach,286,refundable
3434,coach,236,non-refundable
3434,business,634,refundable
3434,business,559,non-refundable
3434,first_class,950,refundable
3434,first_class,850,non-refundable
2148,coach,317,refundable
2148,coach,267,non-refundable
2148,business,655,refundable
2148,business,580,non-refundable
2148,first_class,1022,refundable
2148,first_class,922,non-refundable
4170,coach,376,refundable
4170,coach,326,non-refundable
4170,business,752,refundable
4170,business,677,non-refundable
4170,first_class,1007,refundable
4170,first_class,907,non-refundable
35,coach,306,refundable
35,coach,256,non-refundable
35,business,763,refundable
35,business,688,non-refundable
35,first_class,1092,refundable
35,first_class,992,non-refundable
3869,coach,275,refundable
3869,coach,225,non-refundable
3869,business,596,refundable
3869,business,521,non-refundable
3869,first_class,972,refundable
3869,first_class,872,non-refundable
8526,coach,392,refundable
8526,coach,342,non-refundable
8526,business,637,refundable
8526,business,562,non-refundable
8526,first_class,904,refundable
8526,first_class,804,non-refundable
1628,coach,282,refundable
1628,coach,232,non-refundable
1628,business,646,refundable
1628,business,571,non-refundable
1628,first_class,988,refundable
1628,first_class,888,non-refundable
560,coach,412,refundable
560,coach,362,non-refundable
560,business,604,refundable
560,business,529,non-refundable
560,first_class,981,refundable
560,first_class,881,non-refundable
7575,coach,342,refundable
7575,coach,292,non-refundable
7575,business,678,refundable
7575,business,603,non-refundable
7575,first_class,922,refundable
7575,first_class,822,non-refundable
4980,coach,261,refundable
4980,coach,211,non-refundable
4980,business,704,refundable
4980,business,629,non-refundable
4980,first_class,1043,refundable
4980,first_class,943,non-refundable
7600,coach,401,refundable
7600,coach,351,non-refundable
7600,business,673,refundable
7600,business,598,non-refundable
7600,first_class,968,refundable
7600,first_class,868,non-refundable
3528,coach,366,refundable
3528,coach,316,non-refundable
3528,business,636,refundable
3528,business,561,non-refundable
3528,first_class,949,refundable
3528,first_class,849,non-refundable
4840,coach,275,refundable
4840,coach,225,non-refundable
4840,business,660,refundable
4840,business,585,non-refundable
4840,first_class,1052,refundable
4840,first_class,952,non-refundable
6217,coach,388,refundable
6217,coach,338,non-refundable
6217,business,611,refundable
6217,business,536,non-refundable
6217,first_class,992,refundable
6217,first_class,892,non-refundable
7233,coach,404,refundable
7233,coach,354,non-refundable
7233,business,742,refundable
7233,business,667,non-refundable
7233,first_class,1065,refundable
7233,first_class,965,non-refundable
1534,coach,337,refundable
1534,coach,287,non-refundable
1534,business,676,refundable
1534,business,601,non-refundable
1534,first_class,1064,refundable
1534,first_class,964,non-refundable
9676,coach,341,refundable
9676,coach,291,non-refundable
9676,business,589,refundable
9676,business,514,non-refundable
9676,first_class,950,refundable
9676,first_class,850,non-refundable
1719,coach,305,refundable
1719,coach,255,non-refundable
1719,business,613,refundable
1719,business,538,non-refundable
1719,first_class,1091,refundable
1719,first_class,991,non-refundable
4512,coach,254,refundable
4512,coach,204,non-refundable
4512,business,772,refundable
4512,business,697,non-refundable
4512,first_class,908,refundable
4512,first_class,808,non-refundable
5158,coach,253,refundable
5158,coach,203,non-refundable
5158,business,758,refundable
5158,business,683,non-refundable
5158,first_class,964,refundable
5158,first_class,864,non-refundable
3064,coach,415,refundable
3064,coach,365,non-refundable
3064,business,723,refundable
3064,business,648,non-refundable
3064,first_class,1081,refundable
3064,first_class,981,non-refundable
6752,coach,378,refundable
6752,coach,328,non-refundable
6752,business,723,refundable
6752,business,648,non-refundable
6752,first_class,902,refundable
6752,first_class,802,non-refundable
7862,coach,401,refundable
7862,coach,351,non-refundable
7862,business,745,refundable
7862,business,670,non-refundable
7862,first_class,1000,refundable
7862,first_class,900,non-refundable
2351,coach,406,refundable
2351,coach,356,non-refundable
2351,business,626,refundable
2351,business,551,non-refundable
2351,first_class,1031,refundable
2351,first_class,931,non-refundable
4236,coach,436,refundable
4236,coach,386,non-refundable
4236,business,664,refundable
4236,business,589,non-refundable
4236,first_class,1077,refundable
4236,first_class,977,non-refundable
2310,coach,367,refundable
2310,coach,317,non-refundable
2310,business,732,refundable
2310,business,657,non-refundable
2310,first_class,1018,refundable
2310,first_class,918,non-refundable
3074,coach,417,refundable
3074,coach,367,non-refundable
3074,business,660,refundable
3074,business,585,non-refundable
3074,first_class,932,refundable
3074,first_class,832,non-refundable
6580,coach,273,refundable
6580,coach,223,non-refundable
6580,business,591,refundable
6580,business,516,non-refundable
6580,first_class,1045,refundable
6580,first_class,945,non-refundable
8501,coach,437,refundable
8501,coach,387,non-refundable
8501,business,589,refundable
8501,business,514,non-refundable
8501,first_class,970,refundable
8501,first_class,870,non-refundable
